"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32095","Fill all the select fields displayed","WIDGET_DISPLAY_AND_MENUS","2026-09-03","failed","2026-09-03","","Fill all the select fields displayed","",""
"","1","Retrieve version Mysql","CONTAINER-MYSQL","2026-09-03","skipped","2026-09-03","","Retrieve version Mysql","",""
"","1377","Navigate using in-page tab contents on click","WIDGET_DISPLAY_AND_MENUS","2026-09-03","unknown","2026-09-03","","Navigate using in-page tab contents on click","",""
"","32606","Drag and drop a draggable element into another","DRAG_AND_DROP","2026-09-03","failed","2026-09-03","","Drag and drop a draggable element into another","",""
"","2569","Display button click when clicked on","UI","2026-09-03","passed","2026-09-03","","popup","",""
"","32299","Display radio button text when selected","UI","2026-09-03","failed","2026-09-03","","popup","",""
"","33397","Redirection to a new page when clicking on link (tabs and windows)","UI","2026-09-03","failed","2026-09-03","","popup","",""
"","33138","Display information tooltips on hover for designated element","WIDGET_DISPLAY_AND_MENUS","2026-09-03","failed","2026-09-03","","Display information tooltips on hover for designated element","",""
"","3059","Check broken links returns an error 500","UI","2026-09-03","passed","2026-09-03","","popup","",""
"","32692","Add a new entry to web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-09-03","failed","2026-09-03","","Add a new entry to web table","",""
"","33121","Check different modals dialogs popin are displayed","ALERT_AND_POPUP_DISPLAY","2026-09-03","failed","2026-09-03","","Check different modals dialogs popin are displayed","",""
"","1404","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-03","unknown","2026-09-03","","Checking a date via date picker using calendar module","",""
"","32066","Click on ""Start"" to fill up the progress bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-03","failed","2026-09-03","","Click on ""Start"" to fill up the progress bar","",""
"","32080","Navigate using in-page menu and sub-menu contents on hover","WIDGET_DISPLAY_AND_MENUS","2026-09-03","failed","2026-09-03","","Navigate using in-page menu and sub-menu contents on hover","",""
"","32266","Delete the third entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-09-03","failed","2026-09-03","","Delete the third entry in the web table","",""
"","32099","The button ""Reset"" is visible after the progress bar is at 100%","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-03","failed","2026-09-03","","The button ""Reset"" is visible after the progress bar is at 100%","",""
"","238","Create a new pet in petstore API","APIs","2026-09-03","passed","2026-09-03","","petstore","",""
