"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","642","Delete a pet in petstore API","APIs","Mon Oct 20 03:11:11 UTC 2025","failed","Mon Oct 20 03:11:12 UTC 2025","","petstore","",""
"","8385","Check broken links returns an error 500","UI","Mon Oct 20 03:11:45 UTC 2025","failed","Mon Oct 20 03:11:53 UTC 2025","","popup","",""
"","31294","Navigate using in-page tab contents on click","WIDGET_DISPLAY_AND_MENUS","Mon Oct 20 03:15:39 UTC 2025","failed","Mon Oct 20 03:16:10 UTC 2025","","Navigate using in-page tab contents on click","",""
"","8938","Check dynamic elements change properties after 5 seconds","UI","Mon Oct 20 03:14:29 UTC 2025","passed","Mon Oct 20 03:14:38 UTC 2025","","popup","",""
"","3685","Display radio button text when selected","UI","Mon Oct 20 03:14:19 UTC 2025","passed","Mon Oct 20 03:14:22 UTC 2025","","popup","",""
"","2931","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:17:40 UTC 2025","unknown","Mon Oct 20 03:17:43 UTC 2025","","Checking a date via date picker using calendar module","",""
"","286","Search a pet in petstore API","APIs","Mon Oct 20 03:11:10 UTC 2025","passed","Mon Oct 20 03:11:11 UTC 2025","","petstore","",""
"","6655","Display button click when clicked on","UI","Mon Oct 20 03:14:22 UTC 2025","passed","Mon Oct 20 03:14:29 UTC 2025","","popup","",""
"","6085","Search Kierra entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Oct 20 03:12:14 UTC 2025","passed","Mon Oct 20 03:12:20 UTC 2025","","Search Kierra entry in the web table","",""
"","31025","Click on ""Stop"" to stop the progress bar from filling","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:17:59 UTC 2025","failed","Mon Oct 20 03:18:30 UTC 2025","","Click on ""Stop"" to stop the progress bar from filling","",""
"","3611","Check different alerts popins are displayed","ALERT_AND_POPUP_DISPLAY","Mon Oct 20 03:12:47 UTC 2025","passed","Mon Oct 20 03:12:51 UTC 2025","","Check different alerts popins are displayed","",""
"","9361","Opening a new window with text when clicking on ""New Window Message"" button","BROWSER_WINDOWS_AND_TABS","Mon Oct 20 03:13:18 UTC 2025","passed","Mon Oct 20 03:13:28 UTC 2025","","Opening a new window with text when clicking on ""New Window Message"" button","",""
"","30918","The button ""Reset"" is visible after the progress bar is at 100%","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:18:30 UTC 2025","failed","Mon Oct 20 03:19:01 UTC 2025","","The button ""Reset"" is visible after the progress bar is at 100%","",""
"","6192","Click on ""Start"" to fill up the progress bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:17:53 UTC 2025","passed","Mon Oct 20 03:17:59 UTC 2025","","Click on ""Start"" to fill up the progress bar","",""
"","4661","Download a file online","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Oct 20 03:12:24 UTC 2025","passed","Mon Oct 20 03:12:29 UTC 2025","","Download a file online","",""
"","8048","Redirection to a new window when clicking on ""New Window"" button","BROWSER_WINDOWS_AND_TABS","Mon Oct 20 03:13:10 UTC 2025","passed","Mon Oct 20 03:13:18 UTC 2025","","Redirection to a new window when clicking on ""New Window"" button","",""
"","3647","Upload a file and check file path","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Oct 20 03:12:20 UTC 2025","passed","Mon Oct 20 03:12:24 UTC 2025","","Upload a file and check file path","",""
"","3671","Check API response by clicking on links","UI","Mon Oct 20 03:11:41 UTC 2025","passed","Mon Oct 20 03:11:45 UTC 2025","","popup","",""
"","1","Retrieve version Mysql","CONTAINER-MYSQL","Mon Oct 20 03:11:12 UTC 2025","skipped","Mon Oct 20 03:11:12 UTC 2025","","Retrieve version Mysql","",""
"","4769","Change input value by moving the slider","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:17:43 UTC 2025","unknown","Mon Oct 20 03:17:48 UTC 2025","","Change input value by moving the slider","",""
"","4394","Check different modals dialogs popin are displayed","ALERT_AND_POPUP_DISPLAY","Mon Oct 20 03:12:57 UTC 2025","passed","Mon Oct 20 03:13:02 UTC 2025","","Check different modals dialogs popin are displayed","",""
"","31265","Check suggestions when using autocomplete on input field","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:17:06 UTC 2025","failed","Mon Oct 20 03:17:37 UTC 2025","","Check suggestions when using autocomplete on input field","",""
"","4043","Delete the third entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Oct 20 03:12:10 UTC 2025","passed","Mon Oct 20 03:12:14 UTC 2025","","Delete the third entry in the web table","",""
"","3060","Open only the selected accordian section on click","WIDGET_DISPLAY_AND_MENUS","Mon Oct 20 03:14:58 UTC 2025","unknown","Mon Oct 20 03:15:01 UTC 2025","","Open only the selected accordian section on click","",""
"","9860","Edit the first entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Oct 20 03:12:00 UTC 2025","passed","Mon Oct 20 03:12:10 UTC 2025","","Edit the first entry in the web table","",""
"","6788","Display checkbox folders and sub-folders when checked","UI","Mon Oct 20 03:13:28 UTC 2025","passed","Mon Oct 20 03:13:34 UTC 2025","","popup","",""
"","4526","Display information tooltips on hover for designated element","WIDGET_DISPLAY_AND_MENUS","Mon Oct 20 03:17:01 UTC 2025","passed","Mon Oct 20 03:17:06 UTC 2025","","Display information tooltips on hover for designated element","",""
"","8464","Redirection to a new tab when clicking on ""New Tab"" button","BROWSER_WINDOWS_AND_TABS","Mon Oct 20 03:13:02 UTC 2025","passed","Mon Oct 20 03:13:10 UTC 2025","","Redirection to a new tab when clicking on ""New Tab"" button","",""
"","3568","Redirection to a new page when clicking on link (tabs and windows)","UI","Mon Oct 20 03:11:12 UTC 2025","passed","Mon Oct 20 03:11:15 UTC 2025","","popup","",""
"","3012","Checking a date via date picker using input field","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:17:37 UTC 2025","unknown","Mon Oct 20 03:17:40 UTC 2025","","Checking a date via date picker using input field","",""
"","8612","Fill a complete form using external json data","UI","Mon Oct 20 03:14:44 UTC 2025","passed","Mon Oct 20 03:14:52 UTC 2025","","popup","",""
"","2","Check frames nested are displayed properly","FRAMES","Mon Oct 20 03:14:52 UTC 2025","unknown","Mon Oct 20 03:14:52 UTC 2025","","Check frames nested are displayed properly","",""
"","1","Retrieve version MSSQL","CONTAINER-MSSQL","Mon Oct 20 03:11:12 UTC 2025","skipped","Mon Oct 20 03:11:12 UTC 2025","","Retrieve version MSSQL","",""
"","5091","Change input value by clicking on the slider bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Oct 20 03:17:48 UTC 2025","unknown","Mon Oct 20 03:17:53 UTC 2025","","Change input value by clicking on the slider bar","",""
"","7096","Add a new entry to web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Oct 20 03:11:53 UTC 2025","passed","Mon Oct 20 03:12:00 UTC 2025","","Add a new entry to web table","",""
"","309","Create a new pet in petstore API","APIs","Mon Oct 20 03:11:10 UTC 2025","passed","Mon Oct 20 03:11:10 UTC 2025","","petstore","",""
