"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4477","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Jan 16 03:31:12 UTC 2026","unknown","Fri Jan 16 03:31:17 UTC 2026","","Checking a date via date picker using calendar module","",""
"","8693","Redirection to a new window when clicking on ""New Window"" button","BROWSER_WINDOWS_AND_TABS","Fri Jan 16 03:27:38 UTC 2026","passed","Fri Jan 16 03:27:47 UTC 2026","","Redirection to a new window when clicking on ""New Window"" button","",""
"","6045","Download a file online","ADD_DELETE_UPDATE_WEBTABLE_DATA","Fri Jan 16 03:26:45 UTC 2026","passed","Fri Jan 16 03:26:51 UTC 2026","","Download a file online","",""
"","10388","Redirection to a new tab when clicking on ""New Tab"" button","BROWSER_WINDOWS_AND_TABS","Fri Jan 16 03:27:28 UTC 2026","passed","Fri Jan 16 03:27:38 UTC 2026","","Redirection to a new tab when clicking on ""New Tab"" button","",""
"","3","Check frames nested are displayed properly","FRAMES","Fri Jan 16 03:29:17 UTC 2026","unknown","Fri Jan 16 03:29:17 UTC 2026","","Check frames nested are displayed properly","",""
"","101","Rename a pet in petstore API","APIs","Fri Jan 16 03:25:33 UTC 2026","passed","Fri Jan 16 03:25:33 UTC 2026","","petstore","",""
"","36363","Fill all the select fields displayed","WIDGET_DISPLAY_AND_MENUS","Fri Jan 16 03:29:51 UTC 2026","failed","Fri Jan 16 03:30:27 UTC 2026","","Fill all the select fields displayed","",""
"","3988","Change input value by moving the slider","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Jan 16 03:31:17 UTC 2026","unknown","Fri Jan 16 03:31:21 UTC 2026","","Change input value by moving the slider","",""
"","5464","Navigate using in-page menu and sub-menu contents on hover","WIDGET_DISPLAY_AND_MENUS","Fri Jan 16 03:29:45 UTC 2026","passed","Fri Jan 16 03:29:51 UTC 2026","","Navigate using in-page menu and sub-menu contents on hover","",""
"","13469","Fill a complete form using external json data","UI","Fri Jan 16 03:29:03 UTC 2026","passed","Fri Jan 16 03:29:17 UTC 2026","","popup","",""
"","3876","Display radio button text when selected","UI","Fri Jan 16 03:28:16 UTC 2026","passed","Fri Jan 16 03:28:20 UTC 2026","","popup","",""
"","10228","Display checkbox folders and sub-folders when checked","UI","Fri Jan 16 03:27:56 UTC 2026","passed","Fri Jan 16 03:28:06 UTC 2026","","popup","",""
"","131","Search a pet in petstore API","APIs","Fri Jan 16 03:25:33 UTC 2026","passed","Fri Jan 16 03:25:33 UTC 2026","","petstore","",""
"","1","Check multiple frames are displayed properly","FRAMES","Fri Jan 16 03:29:17 UTC 2026","unknown","Fri Jan 16 03:29:17 UTC 2026","","Check multiple frames are displayed properly","",""
"","5335","Search Kierra entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Fri Jan 16 03:26:35 UTC 2026","passed","Fri Jan 16 03:26:40 UTC 2026","","Search Kierra entry in the web table","",""
"","1","Retrieve version MSSQL","CONTAINER-MSSQL","Fri Jan 16 03:25:34 UTC 2026","skipped","Fri Jan 16 03:25:34 UTC 2026","","Retrieve version MSSQL","",""
"","4621","Check API response by clicking on links","UI","Fri Jan 16 03:26:08 UTC 2026","passed","Fri Jan 16 03:26:12 UTC 2026","","popup","",""
"","5517","Add a new entry to web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Fri Jan 16 03:26:18 UTC 2026","passed","Fri Jan 16 03:26:24 UTC 2026","","Add a new entry to web table","",""
"","5195","Check suggestions when using autocomplete on input field","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Jan 16 03:31:04 UTC 2026","passed","Fri Jan 16 03:31:10 UTC 2026","","Check suggestions when using autocomplete on input field","",""
"","3193","Redirection to a new page when clicking on link (tabs and windows)","UI","Fri Jan 16 03:25:34 UTC 2026","passed","Fri Jan 16 03:25:37 UTC 2026","","popup","",""
