"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32549","Check different alerts popins are displayed","ALERT_AND_POPUP_DISPLAY","2026-09-21","failed","2026-09-21","","Check different alerts popins are displayed","",""
"","2189","Download a file online","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-09-21","passed","2026-09-21","","Download a file online","",""
"","7118","Redirection to a new tab when clicking on ""New Tab"" button","BROWSER_WINDOWS_AND_TABS","2026-09-21","passed","2026-09-21","","Redirection to a new tab when clicking on ""New Tab"" button","",""
"","32416","Fill all the select fields displayed","WIDGET_DISPLAY_AND_MENUS","2026-09-21","failed","2026-09-21","","Fill all the select fields displayed","",""
"","1","Retrieve version MSSQL","CONTAINER-MSSQL","2026-09-21","skipped","2026-09-21","","Retrieve version MSSQL","",""
"","1916","Change input value by clicking on the slider bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-21","unknown","2026-09-21","","Change input value by clicking on the slider bar","",""
"","6375","Redirection to a new window when clicking on ""New Window"" button","BROWSER_WINDOWS_AND_TABS","2026-09-21","passed","2026-09-21","","Redirection to a new window when clicking on ""New Window"" button","",""
"","186","Rename a pet in petstore API","APIs","2026-09-21","passed","2026-09-21","","petstore","",""
"","33293","Fill a complete form using external json data","UI","2026-09-21","failed","2026-09-21","","popup","",""
"","1","Check frames nested are displayed properly","FRAMES","2026-09-21","unknown","2026-09-21","","Check frames nested are displayed properly","",""
"","32580","Edit the first entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-09-21","failed","2026-09-21","","Edit the first entry in the web table","",""
"","1933","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-21","unknown","2026-09-21","","Checking a date via date picker using calendar module","",""
"","2062","Checking a date via date picker using input field","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-21","unknown","2026-09-21","","Checking a date via date picker using input field","",""
"","369","Delete a pet in petstore API","APIs","2026-09-21","passed","2026-09-21","","petstore","",""
"","3194","Check broken links returns an error 500","UI","2026-09-21","passed","2026-09-21","","popup","",""
"","2053","Change input value by moving the slider","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-21","unknown","2026-09-21","","Change input value by moving the slider","",""
"","32690","Redirection to a new page when clicking on link (tabs and windows)","UI","2026-09-21","failed","2026-09-21","","popup","",""
"","1895","Navigate using in-page tab contents on click","WIDGET_DISPLAY_AND_MENUS","2026-09-21","unknown","2026-09-21","","Navigate using in-page tab contents on click","",""
"","414","Create a new pet in petstore API","APIs","2026-09-21","passed","2026-09-21","","petstore","",""
"","32717","Check API response by clicking on links","UI","2026-09-21","failed","2026-09-21","","popup","",""
"","1","Check multiple frames are displayed properly","FRAMES","2026-09-21","unknown","2026-09-21","","Check multiple frames are displayed properly","",""
"","1885","Open only the selected accordian section on click","WIDGET_DISPLAY_AND_MENUS","2026-09-21","unknown","2026-09-21","","Open only the selected accordian section on click","",""
"","32419","Display information tooltips on hover for designated element","WIDGET_DISPLAY_AND_MENUS","2026-09-21","failed","2026-09-21","","Display information tooltips on hover for designated element","",""
"","32665","Click on ""Start"" to fill up the progress bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-09-21","failed","2026-09-21","","Click on ""Start"" to fill up the progress bar","",""
"","32547","Display radio button text when selected","UI","2026-09-21","failed","2026-09-21","","popup","",""
"","33046","Check different modals dialogs popin are displayed","ALERT_AND_POPUP_DISPLAY","2026-09-21","failed","2026-09-21","","Check different modals dialogs popin are displayed","",""
"","7013","Check dynamic elements change properties after 5 seconds","UI","2026-09-21","passed","2026-09-21","","popup","",""
"","32436","Display button click when clicked on","UI","2026-09-21","failed","2026-09-21","","popup","",""
"","32414","Navigate using in-page menu and sub-menu contents on hover","WIDGET_DISPLAY_AND_MENUS","2026-09-21","failed","2026-09-21","","Navigate using in-page menu and sub-menu contents on hover","",""
