"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3538","Click on ""Start"" to fill up the progress bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Nov 01 03:00:06 GMT 2024","passed","Fri Nov 01 03:00:09 GMT 2024","","Click on ""Start"" to fill up the progress bar","",""
"","4471","The button ""Reset"" is visible after the progress bar is at 100%","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Nov 01 03:00:13 GMT 2024","passed","Fri Nov 01 03:00:17 GMT 2024","","The button ""Reset"" is visible after the progress bar is at 100%","",""
"","2161","Change input value by moving the slider","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Nov 01 03:00:02 GMT 2024","unknown","Fri Nov 01 03:00:04 GMT 2024","","Change input value by moving the slider","",""
"","7668","Redirection to a new window when clicking on ""New Window"" button","BROWSER_WINDOWS_AND_TABS","Fri Nov 01 02:57:52 GMT 2024","passed","Fri Nov 01 02:57:59 GMT 2024","","Redirection to a new window when clicking on ""New Window"" button","",""
"","4068","Display information tooltips on hover for designated element","WIDGET_DISPLAY_AND_MENUS","Fri Nov 01 02:59:50 GMT 2024","passed","Fri Nov 01 02:59:54 GMT 2024","","Display information tooltips on hover for designated element","",""
"","2271","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Nov 01 02:59:59 GMT 2024","unknown","Fri Nov 01 03:00:02 GMT 2024","","Checking a date via date picker using calendar module","",""
"","35079","Fill all the select fields displayed","WIDGET_DISPLAY_AND_MENUS","Fri Nov 01 02:59:05 GMT 2024","failed","Fri Nov 01 02:59:40 GMT 2024","","Fill all the select fields displayed","",""
"","6958","Opening a new window with text when clicking on ""New Window Message"" button","BROWSER_WINDOWS_AND_TABS","Fri Nov 01 02:57:59 GMT 2024","passed","Fri Nov 01 02:58:06 GMT 2024","","Opening a new window with text when clicking on ""New Window Message"" button","",""
"","3087","Navigate using in-page menu and sub-menu contents on hover","WIDGET_DISPLAY_AND_MENUS","Fri Nov 01 02:59:02 GMT 2024","passed","Fri Nov 01 02:59:05 GMT 2024","","Navigate using in-page menu and sub-menu contents on hover","",""
"","3431","Display button click when clicked on","UI","Fri Nov 01 02:58:25 GMT 2024","passed","Fri Nov 01 02:58:28 GMT 2024","","popup","",""
"","1","Check multiple frames are displayed properly","FRAMES","Fri Nov 01 02:58:46 GMT 2024","unknown","Fri Nov 01 02:58:46 GMT 2024","","Check multiple frames are displayed properly","",""
"","95","Create a new pet in petstore API","APIs","Fri Nov 01 02:56:25 GMT 2024","passed","Fri Nov 01 02:56:25 GMT 2024","","petstore","",""
"","3387","Download a file online","ADD_DELETE_UPDATE_WEBTABLE_DATA","Fri Nov 01 02:57:15 GMT 2024","passed","Fri Nov 01 02:57:19 GMT 2024","","Download a file online","",""
"","5084","Fill a complete form using external json data","UI","Fri Nov 01 02:58:41 GMT 2024","passed","Fri Nov 01 02:58:46 GMT 2024","","popup","",""
"","2053","Change input value by clicking on the slider bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Fri Nov 01 03:00:04 GMT 2024","unknown","Fri Nov 01 03:00:06 GMT 2024","","Change input value by clicking on the slider bar","",""
"","8226","Check dynamic elements change properties after 5 seconds","UI","Fri Nov 01 02:58:28 GMT 2024","passed","Fri Nov 01 02:58:37 GMT 2024","","popup","",""
"","2102","Navigate using in-page tab contents on click","WIDGET_DISPLAY_AND_MENUS","Fri Nov 01 02:59:00 GMT 2024","unknown","Fri Nov 01 02:59:02 GMT 2024","","Navigate using in-page tab contents on click","",""
"","4118","Drag and drop a draggable element into another","DRAG_AND_DROP","Fri Nov 01 02:58:37 GMT 2024","passed","Fri Nov 01 02:58:41 GMT 2024","","Drag and drop a draggable element into another","",""
"","45","Rename a pet in petstore API","APIs","Fri Nov 01 02:56:25 GMT 2024","passed","Fri Nov 01 02:56:25 GMT 2024","","petstore","",""
"","2","Retrieve version Mysql","CONTAINER-MYSQL","Fri Nov 01 02:56:25 GMT 2024","skipped","Fri Nov 01 02:56:25 GMT 2024","","Retrieve version Mysql","",""
"","3168","Check different alerts popins are displayed","ALERT_AND_POPUP_DISPLAY","Fri Nov 01 02:57:34 GMT 2024","passed","Fri Nov 01 02:57:37 GMT 2024","","Check different alerts popins are displayed","",""
