"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","356","Delete a pet in petstore API","APIs","Mon Dec 30 02:47:34 GMT 2024","passed","Mon Dec 30 02:47:35 GMT 2024","","petstore","",""
"","9897","Check dynamic elements change properties after 5 seconds","UI","Mon Dec 30 02:50:17 GMT 2024","passed","Mon Dec 30 02:50:27 GMT 2024","","popup","",""
"","4759","The button ""Reset"" is visible after the progress bar is at 100%","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:36 GMT 2024","passed","Mon Dec 30 02:52:41 GMT 2024","","The button ""Reset"" is visible after the progress bar is at 100%","",""
"","4130","Check different alerts popins are displayed","ALERT_AND_POPUP_DISPLAY","Mon Dec 30 02:49:01 GMT 2024","passed","Mon Dec 30 02:49:05 GMT 2024","","Check different alerts popins are displayed","",""
"","4441","Click on ""Stop"" to stop the progress bar from filling","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:32 GMT 2024","passed","Mon Dec 30 02:52:36 GMT 2024","","Click on ""Stop"" to stop the progress bar from filling","",""
"","4330","Check suggestions when using autocomplete on input field","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:07 GMT 2024","passed","Mon Dec 30 02:52:12 GMT 2024","","Check suggestions when using autocomplete on input field","",""
"","265","Create a new pet in petstore API","APIs","Mon Dec 30 02:47:33 GMT 2024","passed","Mon Dec 30 02:47:34 GMT 2024","","petstore","",""
"","2","Check multiple frames are displayed properly","FRAMES","Mon Dec 30 02:50:38 GMT 2024","unknown","Mon Dec 30 02:50:38 GMT 2024","","Check multiple frames are displayed properly","",""
"","3620","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:16 GMT 2024","unknown","Mon Dec 30 02:52:19 GMT 2024","","Checking a date via date picker using calendar module","",""
"","1","Check frames nested are displayed properly","FRAMES","Mon Dec 30 02:50:38 GMT 2024","unknown","Mon Dec 30 02:50:38 GMT 2024","","Check frames nested are displayed properly","",""
"","8340","Redirection to a new window when clicking on ""New Window"" button","BROWSER_WINDOWS_AND_TABS","Mon Dec 30 02:49:24 GMT 2024","passed","Mon Dec 30 02:49:32 GMT 2024","","Redirection to a new window when clicking on ""New Window"" button","",""
"","8934","Redirection to a new tab when clicking on ""New Tab"" button","BROWSER_WINDOWS_AND_TABS","Mon Dec 30 02:49:15 GMT 2024","passed","Mon Dec 30 02:49:24 GMT 2024","","Redirection to a new tab when clicking on ""New Tab"" button","",""
"","4341","Download a file online","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Dec 30 02:48:39 GMT 2024","passed","Mon Dec 30 02:48:44 GMT 2024","","Download a file online","",""
"","5104","Edit the first entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Dec 30 02:48:21 GMT 2024","passed","Mon Dec 30 02:48:26 GMT 2024","","Edit the first entry in the web table","",""
"","4564","Navigate using in-page menu and sub-menu contents on hover","WIDGET_DISPLAY_AND_MENUS","Mon Dec 30 02:51:09 GMT 2024","passed","Mon Dec 30 02:51:13 GMT 2024","","Navigate using in-page menu and sub-menu contents on hover","",""
"","4926","Check different modals dialogs popin are displayed","ALERT_AND_POPUP_DISPLAY","Mon Dec 30 02:49:10 GMT 2024","passed","Mon Dec 30 02:49:15 GMT 2024","","Check different modals dialogs popin are displayed","",""
"","4288","Open only the selected accordian section on click","WIDGET_DISPLAY_AND_MENUS","Mon Dec 30 02:50:51 GMT 2024","unknown","Mon Dec 30 02:50:55 GMT 2024","","Open only the selected accordian section on click","",""
"","4293","Delete the third entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Dec 30 02:48:26 GMT 2024","passed","Mon Dec 30 02:48:30 GMT 2024","","Delete the third entry in the web table","",""
"","4973","Display radio button text when selected","UI","Mon Dec 30 02:50:07 GMT 2024","passed","Mon Dec 30 02:50:12 GMT 2024","","popup","",""
"","6267","Fill a complete form using external json data","UI","Mon Dec 30 02:50:32 GMT 2024","passed","Mon Dec 30 02:50:38 GMT 2024","","popup","",""
"","3677","Change input value by moving the slider","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:19 GMT 2024","unknown","Mon Dec 30 02:52:23 GMT 2024","","Change input value by moving the slider","",""
"","4484","Redirection to a new page when clicking on link (tabs and windows)","UI","Mon Dec 30 02:47:35 GMT 2024","passed","Mon Dec 30 02:47:39 GMT 2024","","popup","",""
"","8852","Opening a new window with text when clicking on ""New Window Message"" button","BROWSER_WINDOWS_AND_TABS","Mon Dec 30 02:49:32 GMT 2024","passed","Mon Dec 30 02:49:41 GMT 2024","","Opening a new window with text when clicking on ""New Window Message"" button","",""
"","4760","Add a new entry to web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Dec 30 02:48:16 GMT 2024","passed","Mon Dec 30 02:48:21 GMT 2024","","Add a new entry to web table","",""
"","5110","Display button click when clicked on","UI","Mon Dec 30 02:50:12 GMT 2024","passed","Mon Dec 30 02:50:17 GMT 2024","","popup","",""
"","4433","Search Kierra entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Dec 30 02:48:30 GMT 2024","passed","Mon Dec 30 02:48:34 GMT 2024","","Search Kierra entry in the web table","",""
"","3015","Navigate using in-page tab contents on click","WIDGET_DISPLAY_AND_MENUS","Mon Dec 30 02:51:06 GMT 2024","unknown","Mon Dec 30 02:51:09 GMT 2024","","Navigate using in-page tab contents on click","",""
"","1","Retrieve version MSSQL","CONTAINER-MSSQL","Mon Dec 30 02:47:35 GMT 2024","skipped","Mon Dec 30 02:47:35 GMT 2024","","Retrieve version MSSQL","",""
"","5630","Click on ""Start"" to fill up the progress bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:26 GMT 2024","passed","Mon Dec 30 02:52:32 GMT 2024","","Click on ""Start"" to fill up the progress bar","",""
"","4411","Display information tooltips on hover for designated element","WIDGET_DISPLAY_AND_MENUS","Mon Dec 30 02:52:03 GMT 2024","passed","Mon Dec 30 02:52:07 GMT 2024","","Display information tooltips on hover for designated element","",""
"","3926","Check API response by clicking on links","UI","Mon Dec 30 02:48:07 GMT 2024","passed","Mon Dec 30 02:48:11 GMT 2024","","popup","",""
"","3963","Checking a date via date picker using input field","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:12 GMT 2024","unknown","Mon Dec 30 02:52:16 GMT 2024","","Checking a date via date picker using input field","",""
"","259","Search a pet in petstore API","APIs","Mon Dec 30 02:47:34 GMT 2024","passed","Mon Dec 30 02:47:34 GMT 2024","","petstore","",""
"","4918","Upload a file and check file path","ADD_DELETE_UPDATE_WEBTABLE_DATA","Mon Dec 30 02:48:34 GMT 2024","passed","Mon Dec 30 02:48:39 GMT 2024","","Upload a file and check file path","",""
"","240","Rename a pet in petstore API","APIs","Mon Dec 30 02:47:34 GMT 2024","passed","Mon Dec 30 02:47:34 GMT 2024","","petstore","",""
"","3112","Change input value by clicking on the slider bar","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","Mon Dec 30 02:52:23 GMT 2024","unknown","Mon Dec 30 02:52:26 GMT 2024","","Change input value by clicking on the slider bar","",""
"","5916","Display checkbox folders and sub-folders when checked","UI","Mon Dec 30 02:49:41 GMT 2024","passed","Mon Dec 30 02:49:47 GMT 2024","","popup","",""
"","5158","Drag and drop a draggable element into another","DRAG_AND_DROP","Mon Dec 30 02:50:27 GMT 2024","passed","Mon Dec 30 02:50:32 GMT 2024","","Drag and drop a draggable element into another","",""
"","5333","Check broken links returns an error 500","UI","Mon Dec 30 02:48:11 GMT 2024","passed","Mon Dec 30 02:48:16 GMT 2024","","popup","",""
