"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32652","Check different alerts popins are displayed","ALERT_AND_POPUP_DISPLAY","2026-06-25","failed","2026-06-25","","Check different alerts popins are displayed","",""
"","32523","Search Kierra entry in the web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-06-25","failed","2026-06-25","","Search Kierra entry in the web table","",""
"","1","Retrieve version MSSQL","CONTAINER-MSSQL","2026-06-25","skipped","2026-06-25","","Retrieve version MSSQL","",""
"","32551","Display checkbox folders and sub-folders when checked","UI","2026-06-25","failed","2026-06-25","","popup","",""
"","290","Rename a pet in petstore API","APIs","2026-06-25","passed","2026-06-25","","petstore","",""
"","2068","Checking a date via date picker using calendar module","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-06-25","unknown","2026-06-25","","Checking a date via date picker using calendar module","",""
"","2558","Redirection to a new page when clicking on link (tabs and windows)","UI","2026-06-25","passed","2026-06-25","","popup","",""
"","499","Delete a pet in petstore API","APIs","2026-06-25","passed","2026-06-25","","petstore","",""
"","32502","Drag and drop a draggable element into another","DRAG_AND_DROP","2026-06-25","failed","2026-06-25","","Drag and drop a draggable element into another","",""
"","2438","Upload a file and check file path","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-06-25","passed","2026-06-25","","Upload a file and check file path","",""
"","355","Create a new pet in petstore API","APIs","2026-06-25","passed","2026-06-25","","petstore","",""
"","1","Check frames nested are displayed properly","FRAMES","2026-06-25","unknown","2026-06-25","","Check frames nested are displayed properly","",""
"","32785","Click on ""Stop"" to stop the progress bar from filling","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-06-25","failed","2026-06-25","","Click on ""Stop"" to stop the progress bar from filling","",""
"","32593","Fill a complete form using external json data","UI","2026-06-25","failed","2026-06-25","","popup","",""
"","32683","The button ""Reset"" is visible after the progress bar is at 100%","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-06-25","failed","2026-06-25","","The button ""Reset"" is visible after the progress bar is at 100%","",""
"","1","Check multiple frames are displayed properly","FRAMES","2026-06-25","unknown","2026-06-25","","Check multiple frames are displayed properly","",""
"","2051","Navigate using in-page tab contents on click","WIDGET_DISPLAY_AND_MENUS","2026-06-25","unknown","2026-06-25","","Navigate using in-page tab contents on click","",""
"","32923","Display radio button text when selected","UI","2026-06-25","failed","2026-06-25","","popup","",""
"","2331","Download a file online","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-06-25","passed","2026-06-25","","Download a file online","",""
"","33387","Add a new entry to web table","ADD_DELETE_UPDATE_WEBTABLE_DATA","2026-06-25","failed","2026-06-25","","Add a new entry to web table","",""
"","2112","Change input value by moving the slider","WIDGET_INTERACTIONS_WITH_INPUT_FIELDS","2026-06-25","unknown","2026-06-25","","Change input value by moving the slider","",""
